path,name,usagov
/US FEDERAL GOVERNMENT/[usagov] Railroad Retirement Board,[usagov] Railroad Retirement Board,"{'name': 'Railroad Retirement Board', 'description': 'The Railroad Retirement Board administers retirement, survivor, unemployment, and sickness benefits for U.S. railroad workers and their families.', 'website': [{'link': 'https://rrb.gov/', 'title': 'Railroad Retirement Board (RRB)'}], 'contact': [{'link': 'https://www.rrb.gov/ContactUs', 'title': ''}, {'link': 'https://www.rrb.gov/ContactUs', 'title': 'Contact the Railroad Retirement Board'}], 'phone_number': ['1-312-751-4300'], 'toll-free_number': ['1-877-772-5772'], 'tty': ['1-312-751-4701'], 'find_an_office_near_you': [{'link': 'https://www.rrb.gov/Field-Office-Locator', 'title': ''}, {'link': 'https://www.rrb.gov/Field-Office-Locator', 'title': 'Railroad Retirement Board Local Offices'}], 'main_address': ['844 North Rush St.', 'Chicago,', 'IL', '60611-2092']}"
/US FEDERAL GOVERNMENT/[usagov] Middle East Broadcasting Networks,[usagov] Middle East Broadcasting Networks,"{'name': 'Middle East Broadcasting Networks', 'description': 'The Middle East Broadcasting Network operates Alhurra TV and Radio Sawa. Alhurra TV and Radio Sawa provide news to the people of the Middle East about the region, the world, and the United States.', 'website': [{'link': 'https://www.alhurra.com/', 'title': 'Alhurra\xa0TV'}, {'link': 'https://www.radiosawa.com/', 'title': 'Radio\xa0Sawa'}], 'phone_number': ['1-703-852-9000'], 'email': [{'link': 'mailto:communications@alhurra.com', 'title': ''}, {'link': 'mailto:communications@alhurra.com', 'title': ''}], 'main_address': ['7600 Boston Boulevard', 'Springfield,', 'VA', '22153']}"
/US FEDERAL GOVERNMENT/[usagov] Radio Free Europe and Radio Liberty,[usagov] Radio Free Europe and Radio Liberty,"{'name': 'Radio Free Europe and Radio Liberty', 'description': 'Radio Free Europe/Radio Liberty broadcasts news and information in 21 countries where a free press is either banned or not fully established.', 'website': [{'link': 'http://www.rferl.org/', 'title': 'Radio Free Europe/Radio Liberty (RFE/RL)'}], 'contact': [{'link': 'http://www.rferl.org/info/contact/3462.html', 'title': ''}, {'link': 'http://www.rferl.org/info/contact/3462.html', 'title': 'Contact Radio Free Europe/Radio Liberty'}], 'phone_number': ['1-202-457-6900'], 'main_address': ['1201 Connecticut Ave., NW', 'Washington,', 'DC', '20036']}"
/US FEDERAL GOVERNMENT/[usagov] Radio Free Asia,[usagov] Radio Free Asia,"{'name': 'Radio Free Asia', 'description': 'Radio Free Asia broadcasts news and information to China, Tibet, North Korea, Vietnam, Cambodia, Laos, and Burma.', 'website': [{'link': 'http://www.rfa.org/', 'title': 'Radio Free Asia (RFA)'}], 'contact': [{'link': 'http://www.rfa.org/english/about/contact.html', 'title': ''}, {'link': 'http://www.rfa.org/english/about/contact.html', 'title': 'Contact Radio Free Asia'}], 'phone_number': ['1-202-530-4900'], 'email': [{'link': 'mailto:contact@rfa.org', 'title': ''}, {'link': 'mailto:contact@rfa.org', 'title': ''}], 'main_address': ['2025 M St., NW', 'Suite 300', 'Washington,', 'DC', '20036']}"
/US FEDERAL GOVERNMENT/[usagov] Office of Cuba Broadcasting,[usagov] Office of Cuba Broadcasting,"{'name': 'Office of Cuba Broadcasting', 'description': 'The Office of Cuba Broadcasting provides the Cuban people with news and information.', 'website': [{'link': 'https://www.radiotelevisionmarti.com/', 'title': 'Office of Cuba Broadcasting'}], 'contact': [{'link': 'https://www.usagm.gov/networks/ocb/', 'title': ''}, {'link': 'https://www.usagm.gov/networks/ocb/', 'title': 'Contact the Office of Cuba Broadcasting'}]}"
/US FEDERAL GOVERNMENT/[usagov] Office of Special Counsel,[usagov] Office of Special Counsel,"{'name': 'Office of Special Counsel', 'description': 'The Office of Special Counsel is an investigative and prosecutorial office that works to end government and political corruption, and to protect government employees and whistleblowers.', 'website': [{'link': 'https://osc.gov/', 'title': 'Office of Special Counsel'}], 'contact': [{'link': 'https://osc.gov/Pages/contact.aspx', 'title': ''}, {'link': 'https://osc.gov/Pages/contact.aspx', 'title': 'Contact the Office of Special Counsel'}], 'phone_number': ['1-202-804-7000'], 'tty': ['1-800-877-8339 (Federal Relay Service)'], 'main_address': ['1730 M St., NW', 'Suite 218', 'Washington,', 'DC', '20036-4505']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Space Command,[usagov] U.S. Space Command,"{'name': 'U.S. Space Command', 'description': 'The U.S. Space Command supports U.S. interests in space.', 'website': [{'link': 'https://www.spacecom.mil/', 'title': 'U.S. Space Command'}], 'contact': [{'link': 'https://www.spacecom.mil/Contact/', 'title': ''}, {'link': 'https://www.spacecom.mil/Contact/', 'title': 'Contact the U.S. Space Command'}], 'phone_number': ['1-719-554-3478']}"
/US FEDERAL GOVERNMENT/[usagov] Southwestern Power Administration,[usagov] Southwestern Power Administration,"{'name': 'Southwestern Power Administration', 'description': 'The Southwestern Power Administration markets hydroelectric power generated by federal dams to public entities in several states in the south and southwest.', 'website': [{'link': 'http://www.swpa.gov/', 'title': 'Southwestern Power Administration'}], 'contact': [{'link': 'http://www.swpa.gov/contactus.aspx', 'title': ''}, {'link': 'http://www.swpa.gov/contactus.aspx', 'title': 'Contact the Southwestern Power Administration'}], 'phone_number': ['1-918-595-6600'], 'email': [{'link': 'mailto:info@swpa.gov', 'title': ''}, {'link': 'mailto:info@swpa.gov', 'title': ''}], 'main_address': ['One West Third St.', 'Tulsa,', 'OK', '74103-3502']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Southern Command,[usagov] U.S. Southern Command,"{'name': 'U.S. Southern Command', 'description': 'The U.S. Southern Command is responsible for security cooperation and operations in Central America, South America, and the Caribbean.', 'website': [{'link': 'http://www.southcom.mil', 'title': 'Southern Command'}], 'contact': [{'link': 'http://www.southcom.mil/Contact/', 'title': ''}, {'link': 'http://www.southcom.mil/Contact/', 'title': 'Contact the Southern Command'}], 'phone_number': ['1-305-437-1000'], 'main_address': ['9301 NW 33rd St.', 'Doral,', 'FL', '33172']}"
/US FEDERAL GOVERNMENT/[usagov] Southeastern Power Administration,[usagov] Southeastern Power Administration,"{'name': 'Southeastern Power Administration', 'description': 'The Southeastern Power Administration markets hydroelectric power generated by federal reservoirs to public entities in the southeastern United States.', 'website': [{'link': 'https://www.energy.gov/sepa/southeastern-power-administration', 'title': 'Southeastern Power Administration'}], 'phone_number': ['1-706-213-3800'], 'email': [{'link': 'mailto:info2@sepa.doe.gov', 'title': ''}, {'link': 'mailto:info2@sepa.doe.gov', 'title': ''}], 'main_address': ['1166 Athens Tech Rd.', 'Elberton,', 'GA', '30635-6711']}"
/US FEDERAL GOVERNMENT/[usagov] Social Security Advisory Board,[usagov] Social Security Advisory Board,"{'name': 'Social Security Advisory Board', 'description': 'The Social Security Advisory Board advises the president, congress and the commissioner of Social Security on Social Security and Supplemental Security Income policy.', 'website': [{'link': 'https://www.ssab.gov/', 'title': 'Social Security Advisory Board'}], 'contact': [{'link': 'https://www.ssab.gov/contact/', 'title': ''}, {'link': 'https://www.ssab.gov/contact/', 'title': 'Contact the Social Security Advisory Board'}], 'phone_number': ['1-202-475-7700'], 'email': [{'link': 'mailto:info@ssab.gov', 'title': ''}, {'link': 'mailto:info@ssab.gov', 'title': ''}], 'main_address': ['400 Virginia Ave., SW', 'Suite 625', 'Washington,', 'DC', '20024']}"
/US FEDERAL GOVERNMENT/[usagov] Social Security Administration,[usagov] Social Security Administration,"{'name': 'Social Security Administration', 'description': 'The Social Security Administration assigns Social Security numbers, and administers the Social Security retirement, survivors, and disability insurance programs. They also administer the Supplemental Security Income program for the aged, blind, and disabled.', 'website': [{'link': 'http://www.ssa.gov/', 'title': 'Social Security Administration (SSA)'}], 'contact': [{'link': 'https://www.ssa.gov/agency/contact/', 'title': ''}, {'link': 'https://www.ssa.gov/agency/contact/', 'title': 'Contact the Social Security Administration'}], 'toll-free_number': ['1-800-772-1213'], 'tty': ['1-800-325-0778'], 'find_an_office_near_you': [{'link': 'https://secure.ssa.gov/apps6z/FOLO/fo001.jsp', 'title': ''}, {'link': 'https://secure.ssa.gov/apps6z/FOLO/fo001.jsp', 'title': 'Find a Social Security Office Near You'}], 'main_address': ['6401 Security Blvd.', 'Baltimore,', 'MD', '21235']}"
/US FEDERAL GOVERNMENT/[usagov] Smithsonian Institution,[usagov] Smithsonian Institution,"{'name': 'Smithsonian Institution', 'description': ""The Smithsonian is the world's largest museum and research complex, with 19 museums and galleries, the National Zoo, and 9 research facilities."", 'website': [{'link': 'http://www.si.edu/', 'title': 'Smithsonian Institution'}], 'contact': [{'link': 'http://www.si.edu/Contacts', 'title': ''}, {'link': 'http://www.si.edu/Contacts', 'title': 'Contact the Smithsonian Institution'}], 'phone_number': ['1-202-633-1000'], 'tty': ['1-202-633-5285'], 'email': [{'link': 'mailto:info@si.edu', 'title': ''}, {'link': 'mailto:info@si.edu', 'title': ''}], 'find_an_office_near_you': [{'link': 'http://www.si.edu/Visit', 'title': ''}, {'link': 'http://www.si.edu/Visit', 'title': 'Visit the Smithsonian'}], 'main_address': ['PO Box 37012', 'SI Building, Room 153, MRC 010', 'Washington,', 'DC', '20013-7012']}"
/US FEDERAL GOVERNMENT/[usagov] Small Business Administration,[usagov] Small Business Administration,"{'name': 'Small Business Administration', 'description': 'The Small Business Administration helps Americans start, build and grow businesses. Through an extensive network of field offices and partnerships, the Small Business Administration assists and protects the interests of small business concerns.', 'website': [{'link': 'http://www.sba.gov/', 'title': 'Small Business Administration (SBA)'}], 'contact': [{'link': 'https://www.sba.gov/about-sba/organization/contact-sba', 'title': ''}, {'link': 'https://www.sba.gov/about-sba/organization/contact-sba', 'title': 'Contact the Small Business Administration'}], 'toll-free_number': ['1-800-827-5722'], 'tty': ['1-704-344-6640'], 'email': [{'link': 'mailto:answerdesk@sba.gov', 'title': ''}, {'link': 'mailto:answerdesk@sba.gov', 'title': ''}], 'find_an_office_near_you': [{'link': 'https://www.sba.gov/about-sba/sba-locations/sba-district-offices', 'title': ''}, {'link': 'https://www.sba.gov/about-sba/sba-locations/sba-district-offices', 'title': 'Find an Office Near You'}], 'main_address': ['409 3rd St., SW', 'Washington,', 'DC', '20416']}"
/US FEDERAL GOVERNMENT/[usagov] Office of Servicemember Affairs,[usagov] Office of Servicemember Affairs,"{'name': 'Office of Servicemember Affairs', 'description': 'The Office of Servicemember Affairs addresses consumer financial challenges affecting military members, veterans, and their families.', 'website': [{'link': 'https://www.consumerfinance.gov/consumer-tools/educator-tools/servicemembers/', 'title': 'Office of Servicemember Affairs'}], 'contact': [{'link': 'https://www.consumerfinance.gov/about-us/contact-us/', 'title': 'Contact the Office of Servicemember Affairs'}, {'link': 'https://www.consumerfinance.gov/complaint/', 'title': 'Submit a Complaint'}], 'toll-free_number': ['1-855-411-2372'], 'tty': ['1-855-729-2372'], 'email': [{'link': 'mailto:military@cfpb.gov', 'title': ''}, {'link': 'mailto:military@cfpb.gov', 'title': ''}], 'main_address': ['PO Box 2900', 'Clinton,', 'IA', '52733-2900']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Sentencing Commission,[usagov] U.S. Sentencing Commission,"{'name': 'U.S. Sentencing Commission', 'description': 'The U.S. Sentencing Commission studies and develops sentencing policies for the federal courts. The Commission serves as an information resource for Congress, the executive, the courts and the public on matters relating to federal crime and sentencing as well.', 'website': [{'link': 'https://www.ussc.gov/', 'title': 'U.S. Sentencing Commission'}], 'contact': [{'link': 'https://www.ussc.gov/about/who-we-are/organization/contact-us', 'title': ''}, {'link': 'https://www.ussc.gov/about/who-we-are/organization/contact-us', 'title': 'Contact the U.S. Sentencing Commission'}], 'phone_number': ['1-202-502-4500'], 'email': [{'link': 'mailto:pubaffairs@ussc.gov', 'title': ''}, {'link': 'mailto:pubaffairs@ussc.gov', 'title': ''}], 'main_address': ['One Columbus Circle, NE', 'Suite 2-500', 'Washington,', 'DC', '20002-8002']}"
/US FEDERAL GOVERNMENT/[usagov] U.S. Senate,[usagov] U.S. Senate,"{'name': 'U.S. Senate', 'description': 'The U.S. Senate and the U.S. House of Representatives make up the two chambers of Congress.  The Senate has 100 members, 2 from each state, who are elected to serve for a term of 6 years.', 'website': [{'link': 'http://www.senate.gov/', 'title': 'U.S. Senate'}, {'link': 'http://www.senate.gov/pagelayout/senators/a_three_sections_with_teasers/leadership.htm', 'title': 'Senate Leadership'}, {'link': 'http://www.senate.gov/pagelayout/committees/d_three_sections_with_teasers/committees_home.htm', 'title': 'Senate Committees'}, {'link': 'http://www.senate.gov/pagelayout/history/one_item_and_teasers/officers.htm', 'title': 'Officers and Staff of the Senate'}], 'contact': [{'link': 'http://www.senate.gov/general/contact_information/senators_cfm.cfm', 'title': ''}, {'link': 'http://www.senate.gov/general/contact_information/senators_cfm.cfm', 'title': 'Contact the U.S. Senate'}], 'phone_number': ['1-202-224-3121'], 'tty': ['1-202-225-1904'], 'find_an_office_near_you': [{'link': 'http://www.visitthecapitol.gov', 'title': ''}, {'link': 'http://www.visitthecapitol.gov', 'title': 'Capitol Visitor Center'}], 'main_address': ['United States Senate', 'Washington,', 'DC', '20510']}"
/US FEDERAL GOVERNMENT/[usagov] Selective Service System,[usagov] Selective Service System,"{'name': 'Selective Service System', 'description': 'The Selective Service System provides the Department of Defense personnel in the event of a national emergency. Male citizens and immigrants are required to register with the Selective Service when they turn 18.', 'website': [{'link': 'https://www.sss.gov/', 'title': 'Selective Service System (SSS)'}], 'contact': [{'link': 'https://www.sss.gov/contact/', 'title': ''}, {'link': 'https://www.sss.gov/contact/', 'title': 'Contact the Selective Service System'}], 'phone_number': ['1-847-688-6888'], 'toll-free_number': ['1-888-655-1825'], 'tty': ['1-800-877-8339'], 'email': [{'link': 'mailto:DMCSupport@sss.gov', 'title': ''}, {'link': 'mailto:DMCSupport@sss.gov', 'title': ''}], 'main_address': ['PO Box 94638', 'Palatine,', 'IL', '60094-4638']}"
